// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

1,28565,1000
1,5208,1000
1,5585,1000
1,19308,1000
1,18570,1000
1,5897,1000
1,18600,1000
1,18849,1000
1,19409,1000
1,5875,1000
1,19221,1000
1,19095,1000
1,19269,1000
1,18891,1000
1,18908,1000
1,18909,1000
1,18910,1000
1,18509,1000
1,5907,1000
1,19020,1000
1,18580,1000
1,18666,1000
1,5497,1500
1,18611,1000
1,18603,1000
1,5933,1000
1,18536,1000
1,5918,1500
1,19101,1000
1,18936,1000
1,19306,1500
1,18823,1000
1,18720,1000
1,18563,1000
1,18657,1000
1,18522,1000
1,5963,1000
1,18895,1000
1,19197,1000
1,19190,1000
1,19191,1000
1,19189,1000
1,19200,1000
1,19199,1000
1,19196,1000
1,19195,1000
1,19192,1000
1,19194,1000
1,19198,1000
1,19193,1000
1,28502,1500
1,5362,1000
1,5463,1000
1,19246,1000
1,19138,1500
1,19327,1500
1,2204,2000
1,18791,2000
1,19497,2500

2,28258,2500
2,13345,2500
2,18164,2500
2,26118,2500
2,1847,2500
2,2048,2500
2,13485,2500
2,21038,2500
2,18170,2500
2,28130,2500
2,28744,2500
2,28630,2500
2,32018,2500
2,28039,2500
2,28256,2500
2,28763,2500
2,28764,2500
2,32302,2500
2,28257,2500
2,28255,2500

3,15204,1500
3,15145,1500
3,15405,1500
3,15093,1500
3,15098,1500
3,15096,1500
3,15420,1500
3,15283,1500
3,15205,1500
3,15352,1500
3,20714,1500
3,20800,1500
3,2589,1500
3,20841,1500
3,20931,1500
3,20845,1500
3,20962,1500
3,20836,1500
3,20949,1500
3,20846,1500
3,20952,1500
3,20863,1500
3,22238,1500
3,22172,1500
3,22189,1500
3,22120,1500
3,22171,1500
3,28430,1000
3,32222,1000
3,28513,1000
3,28533,1000
3,28411,1000
3,28573,1000
3,28521,1000
3,28551,1000
3,28372,1000
3,28503,1000
3,28501,1000
3,28507,1000
3,32262,1000
3,28484,1000
3,2984,1000
3,28410,1000
3,28379,1000
3,32263,1000
3,28394,1000
3,28506,1000
3,28564,1000
3,28575,1000
3,28942,1000
3,28929,1000
3,2168,1000
3,28900,1000
3,28903,1000
3,28941,1000
3,28921,1000

4,24305,1000
4,24248,1000
4,24252,1000
4,24260,1000
4,24273,1000
4,24292,1000
4,24306,1000
4,24248,1000
4,24252,1000
4,24261,1000
4,24274,1000
4,24293,1000
4,24304,1000
4,24247,1000
4,24251,1000
4,24259,1000
4,24272,1000
4,24291,1000
4,24303,1000
4,24247,1000
4,24251,1000
4,24258,1000
4,24271,1000
4,24290,1000
4,24307,1000
4,28391,1000
4,24253,1000
4,24262,1000
4,24275,1000
4,24294,1000
4,24308,1000
4,28391,1000
4,24253,1000
4,24263,1000
4,24276,1000
4,24295,1000
4,24301,1000
4,24246,1000
4,24250,1000
4,24256,1000
4,24269,1000
4,24288,1000
4,24302,1000
4,24246,1000
4,24250,1000
4,24257,1000
4,24270,1000
4,24289,1000
4,24310,1000
4,24249,1000
4,24254,1000
4,24265,1000
4,24278,1000
4,24297,1000
4,24309,1000
4,24249,1000
4,24254,1000
4,24264,1000
4,24277,1000
4,24296,1000
4,24311,1000
4,28392,1000
4,24255,1000
4,24266,1000
4,24279,1000
4,24298,1000
4,24313,1000
4,28392,1000
4,24255,1000
4,24268,1000
4,24281,1000
4,24300,1000
4,24312,1000
4,28392,1000
4,24255,1000
4,24267,1000
4,24280,1000
4,24299,1000
4,24318,500
4,24282,500
4,24616,500
4,24617,500
4,24618,500
4,24619,500
4,24620,500
4,24621,500
4,24315,500
4,24284,500
4,24412,500
4,24413,500
4,24646,500
4,24647,500
4,24648,500
4,24652,500
4,24653,500
4,24654,500
4,24414,500
4,24415,500
4,24658,500
4,24659,500
4,24660,500
4,24655,500
4,24656,500
4,24657,500
4,24314,500
4,24285,500
4,24404,500
4,24407,500
4,24403,500
4,24406,500
4,24319,500
4,24283,500
4,24402,500
4,24405,500
4,24604,500
4,24605,500
4,24606,500
4,24610,500
4,24611,500
4,24613,500
4,24614,500
4,24615,500
4,24607,500
4,24608,500
4,24609,500
4,24601,500
4,24602,500
4,24603,500

5,23177,100
5,13710,100
5,16683,500
5,12263,5
5,12210,5
5,14536,10
5,12684,10
5,14542,10
5,14544,10
5,12030,5
5,12033,5
5,12028,5
5,12414,10
5,12424,10
5,14586,15
5,12265,5
5,12217,15
5,12217,15
5,12427,15
5,22979,100
5,17038,100
5,17039,100
5,17037,100
5,17040,100
5,14602,50

6,13810,30
6,13534,30
6,16770,100
6,12114,10
6,12115,10
6,12116,10
6,12117,10
6,12885,150
6,12886,150
6,14209,50

7,6417,10
7,7619,50
7,7620,50
7,6225,100
7,6226,100
